json_path,tempo,mode,tonic,density,tempo_band,density_bucket,mood,source,predicted_mood,pred_confidence,human_mood
output_basslines/Brassens_Georges/Le_Roi.json,125.0,minor,B,5.626,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Le_Roi_boiteux.json,90.0,major,B,2.767,med,med,easygoing,heuristic,,,
output_basslines/Brassens_Georges/Le_Sceptique.json,106.0,minor,F#,2.56,med,med,wistful,heuristic,,,
output_basslines/Brassens_Georges/Le_Temps_passe.json,125.0,minor,A,3.979,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Le_Vent.json,100.0,minor,B-,5.628,med,high,wistful,heuristic,,,
output_basslines/Brassens_Georges/Le_Vieux_Leon.json,240.0,minor,B,2.619,fast,med,angry,pred@≥0.68,angry,0.708699,
output_basslines/Brassens_Georges/Le_Vieux_Normand.json,200.0,minor,B,2.209,fast,low,neutral,neutral,angry,0.483963,
output_basslines/Brassens_Georges/Le_Vin.json,120.0,minor,B,3.936,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Le_mauvais_sujet_repenti.json,130.0,minor,C,3.961,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Le_mecreant.json,120.0,major,D,5.297,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Le_modeste.json,150.0,major,C,3.446,fast,med,joyful,pred@≥0.68,joyful,0.729624,
output_basslines/Brassens_Georges/Le_moyennageux.json,120.0,major,E,7.15,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Le_parapluie.json,150.0,major,C,4.272,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Le_petit_joueur_de_fluteau.json,120.0,major,D,4.507,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Le_temps_ne_fait_rien_a_laffaire.json,190.0,major,A,3.094,fast,med,joyful,pred@≥0.68,joyful,0.730817,
output_basslines/Brassens_Georges/Le_verger_du_roi_Louis.json,120.0,minor,E,7.332,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Leche-cocu.json,160.0,major,C,3.93,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Les_Amours_dantan.json,134.4,major,A,3.506,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Les_Copains_dabord.json,154.0,minor,B,2.548,fast,med,angry,pred@≥0.68,angry,0.706775,
output_basslines/Brassens_Georges/Les_Funerailles_DAntan.json,200.0,major,C#,3.032,fast,med,joyful,pred@≥0.68,joyful,0.736630,
output_basslines/Brassens_Georges/Les_Lilas.json,120.9,major,D,4.701,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Les_Passantes.json,70.0,minor,A,7.707,slow,high,neutral,neutral,wistful,0.510000,
output_basslines/Brassens_Georges/Les_Quatre_Bacheliers.json,99.0,major,D,3.321,med,med,easygoing,heuristic,,,
output_basslines/Brassens_Georges/Les_Quatzarts.json,140.0,minor,D,3.114,fast,med,angry,pred@≥0.68,angry,0.695423,
output_basslines/Brassens_Georges/Les_amoureux_des_bancs_publics.json,126.0,minor,C,1.876,fast,low,neutral,neutral,wistful,0.483149,
output_basslines/Brassens_Georges/Les_casseuses.json,240.0,major,F,2.764,fast,med,joyful,pred@≥0.68,joyful,0.726830,
output_basslines/Brassens_Georges/Les_oiseaux_de_passage.json,130.0,minor,D,4.215,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Les_patriotes.json,240.0,minor,A,2.748,fast,med,angry,pred@≥0.68,angry,0.726855,
output_basslines/Brassens_Georges/Les_philistins.json,95.0,minor,B,3.38,med,med,wistful,heuristic,,,
output_basslines/Brassens_Georges/Les_ricochets.json,140.0,minor,B,5.686,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Les_sabots_dHelene.json,124.0,minor,B,4.036,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Marinette.json,223.0,major,D,3.339,fast,med,joyful,pred@≥0.68,joyful,0.730688,
output_basslines/Brassens_Georges/Marquise.json,160.0,major,A,3.448,fast,med,joyful,pred@≥0.68,joyful,0.733665,
output_basslines/Brassens_Georges/Mechante_avec_de_jolis_seins.json,160.0,minor,G,2.628,fast,med,angry,pred@≥0.68,angry,0.688690,
output_basslines/Brassens_Georges/Melanie.json,116.0,major,C,4.322,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Misogynie_a_part.json,140.0,major,A,5.941,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Montelimar.json,200.0,minor,B,2.201,fast,low,neutral,neutral,angry,0.483963,
output_basslines/Brassens_Georges/Mourir_pour_des_Idees.json,91.2,minor,A,4.547,med,high,wistful,heuristic,,,
output_basslines/Brassens_Georges/Oncle_Archibald.json,120.0,major,D,5.847,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Pauvre_Martin.json,160.0,minor,C,3.045,fast,med,angry,pred@≥0.68,angry,0.704182,
output_basslines/Brassens_Georges/Penelope.json,160.0,minor,C,4.366,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Pensees_des_morts.json,120.0,major,A,4.082,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Quand_les_cons_sont_braves.json,240.0,major,D,2.198,fast,low,neutral,neutral,joyful,0.490112,
output_basslines/Brassens_Georges/Rien_a_jeter.json,145.7,major,D,3.164,fast,med,joyful,pred@≥0.68,joyful,0.737077,
output_basslines/Brassens_Georges/Sale_petit_bonhomme.json,100.0,minor,B,9.668,med,high,wistful,heuristic,,,
output_basslines/Brassens_Georges/Saturne.json,120.0,minor,F#,5.098,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Sauf_le_respect_que_je_vous_dois.json,131.0,major,D,2.653,fast,med,joyful,pred@≥0.68,joyful,0.734577,
output_basslines/Brassens_Georges/Stances_a_un_cambrioleur.json,180.0,minor,D,3.155,fast,med,angry,pred@≥0.68,angry,0.689888,
output_basslines/Brassens_Georges/Supplique_pour_etre_enterre_a_la_plage_de_Sete.json,112.0,minor,B,3.578,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Tempete_dans_un_benitier.json,170.0,major,B-,5.1,fast,high,joyful,heuristic,,,
output_basslines/Brassens_Georges/Tonton_Nestor_La_Noce_de_Jeannette_.json,110.0,minor,F,6.328,fast,high,angry,heuristic,,,
output_basslines/Brassens_Georges/Venus_callipyge.json,200.0,major,F,3.682,fast,high,joyful,heuristic,,,
output_basslines/Bread/Aubrey.json,70.0,major,G,0.885,slow,low,calm,heuristic,,,
output_basslines/Bread/Baby_Im_A_Want_You.json,72.0,major,A-,5.476,slow,high,neutral,neutral,calm,0.496027,
output_basslines/Bread/Diary.json,85.0,major,G,1.786,slow,low,calm,heuristic,,,
output_basslines/Bread/Guitar_Man.json,73.0,minor,E,4.684,slow,high,neutral,neutral,wistful,0.537500,
output_basslines/Bread/If.json,93.0,major,A,0.991,med,low,easygoing,heuristic,,,
output_basslines/Bread/It_Dont_Matter_to_Me.json,78.0,major,D,3.476,slow,med,neutral,neutral,calm,0.495314,
output_basslines/Bread/Lost_Without_Your_Love.json,72.0,major,B-,4.024,slow,high,neutral,neutral,calm,0.496027,
output_basslines/Bread/Make_It_With_You.json,88.0,major,E-,4.647,slow,high,neutral,neutral,calm,0.497965,
output_basslines/Bread/Sweet_Surrender.json,82.8,major,A,4.881,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Breathe/How_Can_I_Fall.json,80.0,major,F,6.768,slow,high,neutral,neutral,easygoing,0.496645,
output_basslines/Brenton_Wood/Gimme_Little_Sign.json,112.0,minor,F,6.094,fast,high,angry,heuristic,,,
output_basslines/Brewer_And_Shipley/One_Toke_Over_the_Line.json,157.0,major,C,3.505,fast,high,joyful,heuristic,,,
output_basslines/Brian_Hyland/Itsy_Bitsy_Teenie_Weenie.json,136.0,major,C,8.844,fast,high,joyful,heuristic,,,
output_basslines/Brian_May/Too_Much_Love_Will_Kill_You.json,80.0,major,G,1.241,slow,low,calm,heuristic,,,
output_basslines/Brian_McKnight/Anytime.json,65.01,major,C#,1.788,slow,low,calm,heuristic,,,
output_basslines/Brian_McKnight/Back_at_One.json,67.11,major,B,2.764,slow,med,neutral,neutral,easygoing,0.500768,
output_basslines/Brian_Wilson/Love_and_Mercy.json,110.0,major,A,4.021,fast,high,joyful,heuristic,,,
output_basslines/Britney_Spears/..._Baby_One_More_Time.json,185.0,minor,C,1.71,fast,low,neutral,neutral,wistful,0.485148,
output_basslines/Britney_Spears/Before_the_Goodbye.json,125.0,minor,E,6.347,fast,high,angry,heuristic,,,
output_basslines/Britney_Spears/Born_to_Make_You_Happy.json,88.0,minor,B,3.937,slow,high,neutral,neutral,wistful,0.524247,
output_basslines/Britney_Spears/Cinderella.json,125.0,minor,C#,3.566,fast,high,angry,heuristic,,,
output_basslines/Britney_Spears/Dont_Go_Knockin_on_My_Door.json,112.0,minor,B-,5.125,fast,high,angry,heuristic,,,
output_basslines/Britney_Spears/Dont_Let_Me_Be_The_Last_To_Know.json,120.0,major,E,5.256,fast,high,joyful,heuristic,,,
output_basslines/Britney_Spears/E-Mail_My_Heart.json,72.0,major,C,6.71,slow,high,neutral,neutral,calm,0.496027,
output_basslines/Britney_Spears/From_the_Bottom_of_My_Broken_Heart.json,76.0,major,G,8.175,slow,high,neutral,neutral,easygoing,0.503966,
output_basslines/Britney_Spears/Im_a_Slave_for_You.json,208.0,minor,C,11.841,fast,high,angry,heuristic,,,
output_basslines/Britney_Spears/Like_a_Virgin_Hollywood_Medley_2003_MTV_Video_Music_Awards_.json,96.0,minor,C,4.495,med,high,wistful,heuristic,,,
output_basslines/Britney_Spears/Oops..._I_Did_It_Again.json,95.05,minor,C#,3.584,med,high,wistful,heuristic,,,
output_basslines/Britney_Spears/Overprotected.json,97.01,minor,C,4.78,med,high,wistful,heuristic,,,
output_basslines/Britney_Spears/Radar.json,79.0,minor,F,3.727,slow,high,neutral,neutral,wistful,0.511731,
output_basslines/Britney_Spears/Soda_Pop.json,92.0,major,E-,9.768,med,high,easygoing,heuristic,,,
output_basslines/Britney_Spears/Stronger.json,113.0,major,E,5.476,fast,high,joyful,heuristic,,,
output_basslines/Britney_Spears/What_U_See_Is_What_U_Get_.json,102.0,minor,C,3.68,med,high,wistful,heuristic,,,
output_basslines/Broadway/America.json,150.0,major,B-,5.669,fast,high,joyful,heuristic,,,
output_basslines/Broadway/Bring_on_the_Storm.json,80.0,major,F,4.456,slow,high,neutral,neutral,easygoing,0.497500,
output_basslines/Broadway/Cabaret.json,155.0,major,A-,4.999,fast,high,joyful,heuristic,,,
output_basslines/Broadway/Eternal_Journey.json,89.1,major,C,4.021,slow,high,neutral,neutral,easygoing,0.649712,
output_basslines/Broadway/Joseph_and_the_Amazing_Technicolor_Dreamcoat_Close_Every_Door.json,104.0,minor,F,3.05,med,med,wistful,heuristic,,,
output_basslines/Broadway/Les_Miz_Medley_Castle_on_a_Cloud_Little_People.json,65.0,minor,A,3.756,slow,high,neutral,neutral,wistful,0.512500,
output_basslines/Broadway/People.json,150.0,major,C,4.463,fast,high,joyful,heuristic,,,
output_basslines/Broadway/Phantom_of_the_Opera.json,125.0,major,C,7.198,fast,high,joyful,heuristic,,,
output_basslines/Broadway/The_Phantom_of_the_Opera_The_Music_of_the_Night.json,100.0,major,C#,5.038,med,high,easygoing,heuristic,,,
output_basslines/Broadway/You_Can_Do_Better_Than_Him.json,135.0,major,C,1.806,fast,low,neutral,neutral,joyful,0.499809,
output_basslines/Bronski_Beat/Small_Town_Boy.json,134.0,minor,C,15.87,fast,high,angry,heuristic,,,
output_basslines/Brooks_Garth/Aint_Goin_Down_til_the_Sun_Comes_Up_.json,168.0,minor,G,7.048,fast,high,angry,heuristic,,,
output_basslines/Brooks_Garth/American_Honky-Tonk_Bar_Association.json,123.0,major,G,5.48,fast,high,joyful,heuristic,,,
output_basslines/Brooks_Garth/Callin_Baton_Rouge.json,122.5,major,D,9.378,fast,high,joyful,heuristic,,,
output_basslines/Brooks_Garth/Friends_in_Low_Places.json,100.0,major,A,4.083,med,high,easygoing,heuristic,,,
output_basslines/Brooks_Garth/If_Tomorrow_Never_Comes.json,70.0,major,G,2.657,slow,med,neutral,neutral,easygoing,0.505000,
output_basslines/Brooks_Garth/Longneck_Bottle.json,176.0,major,G,4.155,fast,high,joyful,heuristic,,,
output_basslines/Brooks_Garth/Not_Counting_You.json,157.0,major,E,4.688,fast,high,joyful,heuristic,,,
output_basslines/Brooks_Garth/One_Night_a_Day.json,54.0,major,G,3.747,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Brooks_Garth/Papa_Loved_Mama.json,150.0,major,A,11.843,fast,high,joyful,heuristic,,,
output_basslines/Brooks_Garth/Shameless.json,75.0,major,G,5.333,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Brooks_Garth/Somewhere_Other_Than_the_Night.json,71.0,major,D,2.358,slow,low,calm,heuristic,,,
output_basslines/Brooks_Garth/Standing_Outside_the_Fire.json,114.0,major,A,3.145,fast,med,joyful,pred@≥0.68,joyful,0.728317,
output_basslines/Brooks_Garth/That_Summer.json,115.0,major,A,2.701,fast,med,joyful,pred@≥0.68,joyful,0.728317,
output_basslines/Brooks_Garth/The_Beaches_of_Cheyenne.json,117.0,major,C,2.976,fast,med,joyful,pred@≥0.68,joyful,0.731115,
output_basslines/Brooks_Garth/The_Dance.json,120.0,major,G,2.988,fast,med,joyful,pred@≥0.68,joyful,0.725433,
output_basslines/Brooks_Garth/The_River.json,76.0,major,G,1.718,slow,low,calm,heuristic,,,
output_basslines/Brooks_Garth/The_Thunder_Rolls.json,80.0,minor,D,2.859,slow,med,neutral,neutral,wistful,0.518656,
output_basslines/Brooks_Garth/Two_Pina_Coladas.json,120.0,major,F,3.876,fast,high,joyful,heuristic,,,
"output_basslines/Brooks_Garth/Two_of_a_Kind,_Workin_on_a_Full_House.json",125.0,major,D,3.888,fast,high,joyful,heuristic,,,
output_basslines/Brooks_Garth/Unanswered_Prayers.json,75.01,major,D,3.291,slow,med,neutral,neutral,calm,0.495314,
output_basslines/Brooks_and_Dunn/A_Man_This_Lonely.json,90.0,major,E,7.728,med,high,easygoing,heuristic,,,
output_basslines/Brooks_and_Dunn/Boot_Scootin_Boogie.json,143.0,major,E,4.086,fast,high,joyful,heuristic,,,
output_basslines/Brooks_and_Dunn/Hard_Workin_Man.json,150.0,minor,C,13.245,fast,high,angry,heuristic,,,
output_basslines/Brooks_and_Dunn/Honky_Tonk_Truth.json,146.0,major,A,5.84,fast,high,joyful,heuristic,,,
output_basslines/Brooks_and_Dunn/Husbands_and_Wives.json,106.0,major,F,1.56,med,low,easygoing,heuristic,,,
output_basslines/Brooks_and_Dunn/Ill_Never_Forgive_My_Heart.json,81.0,major,A-,3.203,slow,med,neutral,neutral,calm,0.496027,
output_basslines/Brooks_and_Dunn/Little_Miss_Honky_Tonk.json,150.0,major,B-,7.317,fast,high,joyful,heuristic,,,
output_basslines/Brooks_and_Dunn/My_Next_Broken_Heart.json,144.0,major,G,4.074,fast,high,joyful,heuristic,,,
output_basslines/Brooks_and_Dunn/Rock_My_World_Little_Country_Girl_.json,120.0,major,E,14.904,fast,high,joyful,heuristic,,,
output_basslines/Brooks_and_Dunn/She_Used_to_Be_Mine.json,85.0,major,G,4.012,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Brooks_and_Dunn/Shes_Not_the_Cheatin_Kind.json,112.0,major,A,4.22,fast,high,joyful,heuristic,,,
output_basslines/Brooks_and_Dunn/That_Aint_No_Way_to_Go.json,109.0,major,A,9.272,med,high,easygoing,heuristic,,,
output_basslines/Brooks_and_Dunn/Well_Burn_That_Bridge.json,169.0,major,A,8.134,fast,high,joyful,heuristic,,,
output_basslines/Brooks_and_Dunn/Whiskey_Under_the_Bridge.json,139.0,major,E,5.316,fast,high,joyful,heuristic,,,
output_basslines/Bros/I_Owe_You_Nothing.json,129.0,major,F,5.874,fast,high,joyful,heuristic,,,
output_basslines/Brotherhood_of_Man/Figaro.json,138.0,major,D,12.926,fast,high,joyful,heuristic,,,
output_basslines/Brotherhood_of_Man/Save_Your_Kisses_for_Me.json,179.0,major,G,2.952,fast,med,joyful,pred@≥0.68,joyful,0.727500,
output_basslines/Brown_Clarence_Gatemouth/Never_Ending_Love_for_You.json,104.0,major,A,4.366,med,high,easygoing,heuristic,,,
output_basslines/Brown_James/Cold_Sweat.json,112.0,major,G,14.956,fast,high,joyful,heuristic,,,
output_basslines/Brown_James/I_Got_You_I_Feel_Good_.json,150.0,major,G,4.318,fast,high,joyful,heuristic,,,
output_basslines/Brown_James/I_Got_the_Feelin.json,125.0,major,B-,6.989,fast,high,joyful,heuristic,,,
output_basslines/Brown_James/Its_A_Mans_Mans_World.json,166.0,minor,E-,1.255,fast,low,neutral,neutral,angry,0.475191,
output_basslines/Brown_James/Living_in_America.json,120.0,major,B-,10.457,fast,high,joyful,heuristic,,,
output_basslines/Brown_James/Papas_Got_a_Brand_New_Bag.json,132.0,minor,C,3.623,fast,high,angry,heuristic,,,
output_basslines/Brown_James/Sex_Machine_Get_Up_I_Feel_Like_Being_A_.json,110.0,minor,E-,11.956,fast,high,angry,heuristic,,,
output_basslines/Brown_James/Try_Me.json,70.0,major,F,5.258,slow,high,neutral,neutral,easygoing,0.497500,
output_basslines/Brownsville_Station/Smokin_In_the_Boys_Room.json,138.0,minor,D,5.258,fast,high,angry,heuristic,,,
output_basslines/Bruce_Channel/Hey_Baby.json,133.0,major,C,4.477,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Hornsby/China_Doll.json,105.6,minor,D,5.571,med,high,wistful,heuristic,,,
output_basslines/Bruce_Hornsby/Country_Doctor.json,96.0,major,E,6.39,med,high,easygoing,heuristic,,,
output_basslines/Bruce_Hornsby/Cruise_Control.json,200.0,major,B-,4.896,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Hornsby/Every_Little_Kiss.json,93.6,major,B-,4.243,med,high,easygoing,heuristic,,,
output_basslines/Bruce_Hornsby/Fire_on_the_Cross.json,124.4,major,A-,2.541,fast,med,joyful,pred@≥0.68,joyful,0.721115,
output_basslines/Bruce_Hornsby/Harbor_Lights.json,102.0,major,F,5.092,med,high,easygoing,heuristic,,,
output_basslines/Bruce_Hornsby/Look_Out_Any_Window.json,111.0,major,E,8.496,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Hornsby/Mandolin_Rain.json,86.0,major,G,5.364,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Bruce_Hornsby/Passing_Through.json,106.0,major,F#,6.454,med,high,easygoing,heuristic,,,
output_basslines/Bruce_Hornsby/Spider_Fingers.json,124.0,major,B-,5.916,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Hornsby/Stander_on_the_Mountain.json,82.0,major,C,3.1,slow,med,neutral,neutral,calm,0.495814,
output_basslines/Bruce_Hornsby/The_Long_Race.json,120.0,major,A,3.395,fast,med,joyful,pred@≥0.68,joyful,0.733665,
output_basslines/Bruce_Hornsby/The_Old_Playground.json,198.0,major,C,2.389,fast,low,neutral,neutral,joyful,0.499626,
output_basslines/Bruce_Hornsby/The_Show_Goes_On.json,78.0,major,G,3.957,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Bruce_Hornsby/The_Way_It_Is.json,110.0,major,C,4.163,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Hornsby/Walk_in_the_Sun.json,126.0,major,D,3.242,fast,med,joyful,pred@≥0.68,joyful,0.737077,
output_basslines/Bruce_Springsteen/2_Hearts.json,83.0,major,C,3.56,slow,high,neutral,neutral,calm,0.495447,
output_basslines/Bruce_Springsteen/Badlands.json,124.0,major,E,5.133,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Born_in_the_U.S.A..json,121.0,major,A,6.154,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Born_to_Run.json,145.0,major,A,4.809,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Brilliant_Disguise.json,127.0,major,A,3.519,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Cover_Me.json,125.0,minor,B,4.681,fast,high,angry,heuristic,,,
output_basslines/Bruce_Springsteen/Dancing_in_the_Dark.json,140.0,major,B,7.946,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Darkness_on_the_Edge_of_Town.json,83.0,major,C,3.56,slow,high,neutral,neutral,calm,0.495447,
output_basslines/Bruce_Springsteen/Darlington_County.json,126.0,major,C,4.0,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Glory_Days.json,122.0,major,D,6.326,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Human_Touch.json,116.0,major,C,3.915,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Hungry_Heart.json,112.94,major,C,4.72,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Im_On_Fire.json,170.0,major,E,4.002,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/Jungleland.json,132.16,major,F,3.588,fast,high,joyful,heuristic,,,
output_basslines/Bruce_Springsteen/My_Hometown.json,120.0,major,A,3.024,fast,med,joyful,pred@≥0.68,joyful,0.730817,
output_basslines/Bruce_Springsteen/Pink_Cadillac.json,127.5,minor,B,7.853,fast,high,angry,heuristic,,,
output_basslines/Bruce_Springsteen/Streets_of_Philadelphia.json,95.0,major,F,1.338,med,low,easygoing,heuristic,,,
output_basslines/Bruce_Springsteen/The_Rising.json,112.0,major,E-,5.437,fast,high,joyful,heuristic,,,
output_basslines/Brunner_and_Brunner/Bis_in_alle_Ewigkeit.json,136.0,major,F,3.956,fast,high,joyful,heuristic,,,
output_basslines/Brunner_and_Brunner/Du_bist_Leben_fur_mich.json,127.0,major,B-,5.419,fast,high,joyful,heuristic,,,
output_basslines/Brunner_and_Brunner/Eis_im_Vulkan.json,119.0,major,G,3.135,fast,med,joyful,pred@≥0.68,joyful,0.725433,
"output_basslines/Brunner_and_Brunner/Immer_wieder,_immer_mehr.json",128.0,major,D,20.882,fast,high,joyful,heuristic,,,
output_basslines/Brunner_and_Brunner/Party_Mix_4_Weil_dein_Herz_dich_verrat_Du_bist_alles_auf_dieser_Welt_Wenn_du_einsam_bist_Sandy_Goodbye_Liebe_kann_so_viel_verzeihen_Tief_in_der_Nacht_Lieb_mich_mit_Leib_und_Seele.json,106.0,major,A,4.311,med,high,easygoing,heuristic,,,
output_basslines/Brunner_and_Brunner/Schenk_mir_diese_eine_Nacht.json,123.0,major,C,14.567,fast,high,joyful,heuristic,,,
output_basslines/Brunner_and_Brunner/Shananana_lass_uns_leben_.json,120.0,major,G,3.325,fast,med,joyful,pred@≥0.68,joyful,0.725433,
output_basslines/Brunner_and_Brunner/Weil_dein_Herz_dich_verrat.json,126.0,major,E-,6.717,fast,high,joyful,heuristic,,,
output_basslines/Brunner_and_Brunner/Wie_der_Wind_wehst_du_mir_ins_Gesicht.json,130.0,major,C,11.381,fast,high,joyful,heuristic,,,
output_basslines/Bruno/A_Solidao_e_Uma_Ressaca.json,82.0,major,G,3.694,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Bruno/Bijuteria.json,71.01,minor,A,3.434,slow,med,neutral,neutral,wistful,0.507500,
output_basslines/Bruno/So_Pro_Meu_Prazer.json,75.0,major,F,2.583,slow,med,neutral,neutral,easygoing,0.497500,
output_basslines/Bryan_Adams/All_for_Love.json,78.0,major,C,3.434,slow,med,neutral,neutral,calm,0.496027,
"output_basslines/Bryan_Adams/All_for_One,_All_for_Love.json",77.0,major,D,3.552,slow,high,neutral,neutral,calm,0.495314,
output_basslines/Bryan_Adams/Back_to_You.json,123.0,major,A,11.657,fast,high,joyful,heuristic,,,
output_basslines/Bryan_Adams/Back_to_You_MTV_Unplugged_version_.json,123.0,major,C,4.978,fast,high,joyful,heuristic,,,
output_basslines/Bryan_Adams/Before_the_Night_Is_Over.json,133.0,major,D,6.471,fast,high,joyful,heuristic,,,
output_basslines/Bryan_Adams/Cant_Stop_This_Thing_We_Started.json,119.0,major,A,7.943,fast,high,joyful,heuristic,,,
output_basslines/Bryan_Adams/Christmas_Time.json,77.0,major,C,6.36,slow,high,neutral,neutral,calm,0.496027,
output_basslines/Bryan_Adams/Cuts_Like_a_Knife.json,100.0,major,G,6.258,med,high,easygoing,heuristic,,,
output_basslines/Bryan_Adams/Dont_Give_It_Up.json,131.0,major,A-,8.793,fast,high,joyful,heuristic,,,
output_basslines/Bryan_Adams/Every_Thing_I_Do_It_for_You_Robin_Hood_.json,70.0,major,C,2.827,slow,med,neutral,neutral,calm,0.494659,
output_basslines/Bryan_Adams/Have_Ever_You_Really_Loved_a_Woman.json,70.0,major,G,6.919,slow,high,neutral,neutral,easygoing,0.505000,
output_basslines/Bryan_Adams/Heaven.json,69.0,major,C,3.831,slow,high,neutral,neutral,calm,0.493678,
output_basslines/Bryan_Adams/Here_I_Am_End_Title_.json,125.0,minor,F,1.813,fast,low,neutral,neutral,angry,0.470813,
output_basslines/Bryan_Adams/House_Arrest.json,116.0,major,C,5.172,fast,high,joyful,heuristic,,,
output_basslines/Bryan_Adams/I_Finally_Found_Someone.json,69.0,major,C#,5.522,slow,high,neutral,neutral,calm,0.495204,
output_basslines/Bryan_Adams/Im_Ready.json,73.0,major,C,4.448,slow,high,neutral,neutral,calm,0.496027,
output_basslines/Bryan_Adams/Kids_Wanna_Rock.json,167.0,major,E,6.353,fast,high,joyful,heuristic,,,
output_basslines/Bryan_Adams/Lets_Make_a_Night_to_Remember.json,88.0,major,C,6.739,slow,high,neutral,neutral,calm,0.497965,
output_basslines/Bryan_Adams/On_a_Day_Like_Today.json,89.83,major,G,16.232,slow,high,easygoing,pred@≥0.68,easygoing,0.982637,
output_basslines/Bryan_Adams/One_Night_Love_Affair.json,120.0,minor,B,4.473,fast,high,angry,heuristic,,,
output_basslines/Bryan_Adams/Please_Forgive_Me.json,68.0,major,A,3.361,slow,med,neutral,neutral,easygoing,0.504651,
output_basslines/Bryan_Adams/Run_To_You.json,128.0,minor,F#,4.348,fast,high,angry,heuristic,,,
output_basslines/Bryan_Adams/Straight_From_The_Heart.json,83.0,major,A,3.988,slow,high,neutral,neutral,easygoing,0.502500,
output_basslines/Bryan_Adams/Summer_of_69.json,141.02,major,D,9.684,fast,high,joyful,heuristic,,,
output_basslines/Bryan_Adams/The_Best_of_Me.json,108.0,major,E,5.576,med,high,easygoing,heuristic,,,
output_basslines/Bryan_Adams/This_Time.json,126.0,minor,E,3.987,fast,high,angry,heuristic,,,
output_basslines/Bryan_Adams/Thought_Id_Died_and_Gone_to_Heaven.json,88.0,major,E,7.598,slow,high,neutral,neutral,easygoing,0.492500,
output_basslines/Bryan_Adams/When_Youre_Gone.json,132.0,major,C,3.966,fast,high,joyful,heuristic,,,
output_basslines/Buck_Owens/Johnny_B._Goode.json,170.0,major,D,3.743,fast,high,joyful,heuristic,,,
output_basslines/Buck_Owens/Under_Your_Spell_Again.json,144.0,major,B-,3.99,fast,high,joyful,heuristic,,,
output_basslines/Buddy_Holly/Everyday.json,110.0,major,A,2.768,fast,med,joyful,pred@≥0.68,joyful,0.723797,
output_basslines/Buddy_Holly/Gone_version_1_.json,106.0,major,G,2.131,med,low,easygoing,heuristic,,,
output_basslines/Buddy_Holly/Its_So_Easy.json,120.0,major,A,4.409,fast,high,joyful,heuristic,,,
output_basslines/Buddy_Holly/Oh_Boy.json,120.0,major,A,3.181,fast,med,joyful,pred@≥0.68,joyful,0.733317,
output_basslines/Buddy_Holly/Peggy_Sue.json,137.5,major,C,8.299,fast,high,joyful,heuristic,,,
output_basslines/Buddy_Holly/Thatll_Be_The_Day.json,127.97,major,B-,7.068,fast,high,joyful,heuristic,,,
