json_path,mood,mood_raw,tempo,mode,tonic,density,tempo_band,density_bucket,source,predicted_mood,pred_confidence,human_mood
output_basslines/Benjamin_Arthur/Jamaican_Rhumba.json,joyful,joyful,120.0,major,F,5.466,fast,high,heuristic,,,
output_basslines/Bennett/I_Left_My_Heart_In_San_Francisco.json,calm_easygoing,calm,70.0,major,C,2.389,slow,low,heuristic,,,
output_basslines/Bennett/The_Shadow_of_Your_Smile.json,melancholic_wistful,melancholic,60.0,minor,E,2.343,slow,low,heuristic,,,
output_basslines/Beres_Hammond/No_Crime.json,angry,angry,118.0,minor,G,4.296,fast,high,heuristic,,,
output_basslines/Berlin/The_Metro.json,angry,angry,160.0,minor,E,3.244,fast,med,pred@≥0.68,angry,0.694888,
output_basslines/Bernd_Cluver/Der_Junge_mit_der_Mundharmonika.json,calm_easygoing,easygoing,100.0,major,F,3.585,med,high,heuristic,,,
output_basslines/Bernd_Cluver/Ein_Madchen_wie_du.json,joyful,joyful,124.0,major,D,18.201,fast,high,heuristic,,,
output_basslines/Bernhard_Brink/Ich_Glaub_Dir_Jede_Luge.json,joyful,joyful,110.0,major,C#,3.531,fast,high,heuristic,,,
output_basslines/Bernstein_Leonard/Symphonic_Dances_from_West_Side_Story_Mambo_Presto_.json,angry,angry,126.0,minor,E,4.202,fast,high,heuristic,,,
output_basslines/Bernstein_Leonard/Tonight.json,joyful,joyful,140.0,major,G,5.627,fast,high,heuristic,,,
output_basslines/Bert_Heerink/Julie_July_Brother_Louie_.json,melancholic_wistful,wistful,103.0,minor,D,7.781,med,high,heuristic,,,
output_basslines/Berte/Acqua.json,calm_easygoing,easygoing,93.0,major,F,3.64,med,high,heuristic,,,
output_basslines/Berte/Amici_non_ne_ho.json,melancholic_wistful,wistful,101.0,minor,B,7.379,med,high,heuristic,,,
output_basslines/Berte/Buongiorno_anche_a_te.json,melancholic_wistful,wistful,98.0,minor,E,3.684,med,high,heuristic,,,
output_basslines/Berte/Il_mare_dinverno.json,calm_easygoing,easygoing,100.0,major,G,4.819,med,high,heuristic,,,
output_basslines/Berte/In_alto_mare.json,melancholic_wistful,wistful,106.0,minor,F,4.392,med,high,heuristic,,,
output_basslines/Berte/Luna.json,calm_easygoing,easygoing,97.0,major,A,3.52,med,high,heuristic,,,
output_basslines/Berte/Mi_manchi.json,calm_easygoing,easygoing,108.0,major,G,3.29,med,med,heuristic,,,
output_basslines/Berte/Ninna_nanna.json,calm_easygoing,easygoing,95.0,major,E,5.227,med,high,heuristic,,,
output_basslines/Berte/Portami_con_te.json,calm_easygoing,easygoing,105.01,major,B-,6.364,med,high,heuristic,,,
output_basslines/Berte/Ragazzo_mio.json,melancholic_wistful,wistful,107.0,minor,A,4.732,med,high,heuristic,,,
output_basslines/Berte/Solitudini.json,joyful,joyful,120.0,major,B,3.761,fast,high,heuristic,,,
output_basslines/Berte/Stiamo_come_stiamo.json,joyful,joyful,111.0,major,E,10.952,fast,high,heuristic,,,
output_basslines/Bertie_Higgins/Key_Largo.json,calm_easygoing,easygoing,100.0,major,G,3.786,med,high,heuristic,,,
output_basslines/Bette_Midler/To_Deserve_You.json,joyful,joyful,123.0,major,F,11.181,fast,high,heuristic,,,
output_basslines/Bette_Midler/Wind_Beneath_My_Wings.json,calm_easygoing,easygoing,97.0,major,B-,3.642,med,high,heuristic,,,
output_basslines/Biagio_Antonacci/Almeno_non_tradirmi_tu.json,angry,angry,133.0,minor,D,4.708,fast,high,heuristic,,,
output_basslines/Biagio_Antonacci/Ce_ancora_qualcuno.json,melancholic_wistful,wistful,97.0,minor,C,7.358,med,high,heuristic,,,
output_basslines/Biagio_Antonacci/Cosa_fai_ragazza.json,joyful,joyful,137.0,major,A,4.798,fast,high,heuristic,,,
output_basslines/Biagio_Antonacci/Cosi_presto_no.json,calm_easygoing,easygoing,107.0,major,G,1.693,med,low,heuristic,,,
output_basslines/Biagio_Antonacci/Happy_Family.json,joyful,joyful,177.0,major,B,6.995,fast,high,heuristic,,,
output_basslines/Biagio_Antonacci/Io_sono_come_te.json,joyful,joyful,124.0,major,B,4.099,fast,high,heuristic,,,
output_basslines/Biagio_Antonacci/Lasciami_andare_via.json,joyful,joyful,123.0,major,C#,8.004,fast,high,heuristic,,,
output_basslines/Biagio_Antonacci/Le_cose_che_hai_amato_di_piu.json,calm_easygoing,calm,82.0,major,C,1.88,slow,low,heuristic,,,
output_basslines/Biagio_Antonacci/Non_e_mai_stato_subito.json,joyful,joyful,160.0,major,C,7.284,fast,high,heuristic,,,
"output_basslines/Biagio_Antonacci/Se_io,_se_lei.json",calm_easygoing,calm,69.0,major,D,2.087,slow,low,heuristic,,,
output_basslines/Big_Bad_Voodoo_Daddy/Mambo_Swing.json,angry,angry,230.0,minor,A,3.789,fast,high,heuristic,,,
output_basslines/Big_Mr./Addicted_to_That_Rush.json,angry,angry,214.0,minor,A,4.183,fast,high,heuristic,,,
"output_basslines/Big_Mr./Daddy,_Brother,_Lover,_Little_Boy_The_Electric_Drill_Song_.json",joyful,joyful,186.0,major,C,9.56,fast,high,heuristic,,,
output_basslines/Big_Mr./How_Can_You_Do_What_You_Do.json,joyful,joyful,135.0,major,D,6.756,fast,high,heuristic,,,
output_basslines/Big_Mr./Nothing_but_Love.json,joyful,joyful,142.0,major,A,2.628,fast,med,pred@≥0.68,joyful,0.730817,
output_basslines/Big_Mr./Wind_Me_Up.json,joyful,joyful,130.0,major,D,6.512,fast,high,heuristic,,,
output_basslines/Bilk/Fond_Memories.json,angry,angry,120.0,minor,A,3.024,fast,med,pred@≥0.68,angry,0.724355,
output_basslines/Bilk/More.json,angry,angry,125.0,minor,C,3.825,fast,high,heuristic,,,
output_basslines/Bilk/Stranger_On_The_Shore.json,joyful,joyful,114.0,major,C,4.943,fast,high,heuristic,,,
output_basslines/Bilk/What_Are_You_Doing_the_Rest_of_Your_Life.json,angry,angry,120.0,minor,A,2.835,fast,med,pred@≥0.68,angry,0.724355,
output_basslines/Bill_Haley_and_His_Comets/See_You_Later_Aligator.json,joyful,joyful,150.0,major,C,7.928,fast,high,heuristic,,,
output_basslines/Bill_Withers/Just_the_Two_of_Us.json,melancholic_wistful,wistful,95.1,minor,E,4.19,med,high,heuristic,,,
output_basslines/Bill_Withers/Lovely_Day.json,calm_easygoing,easygoing,98.0,major,B-,3.833,med,high,heuristic,,,
output_basslines/Billie_Jo_Spears/Blanket_On_The_Ground.json,joyful,joyful,177.0,major,F,3.554,fast,high,heuristic,,,
output_basslines/Billie_Myers/Kiss_the_Rain.json,calm_easygoing,calm,88.0,major,A,1.848,slow,low,heuristic,,,
output_basslines/Billy_Fury/Halfway_to_Paradise.json,joyful,joyful,126.0,major,C,3.446,fast,med,pred@≥0.68,joyful,0.730776,
output_basslines/Billy_Idol/Catch_My_Fall.json,joyful,joyful,131.0,major,G,7.779,fast,high,heuristic,,,
output_basslines/Billy_Idol/Dancing_With_Myself.json,joyful,joyful,176.0,major,A,15.674,fast,high,heuristic,,,
output_basslines/Billy_Idol/Do_Not_Stand_in_the_Shadows.json,angry,angry,172.0,minor,D,7.76,fast,high,heuristic,,,
output_basslines/Billy_Idol/Hot_in_the_City.json,joyful,joyful,110.0,major,B,8.052,fast,high,heuristic,,,
output_basslines/Billy_Idol/Rebel_Yell.json,angry,angry,168.0,minor,B,7.141,fast,high,heuristic,,,
output_basslines/Billy_Idol/White_Wedding.json,angry,angry,150.0,minor,B,6.611,fast,high,heuristic,,,
output_basslines/Billy_Joel/A_Matter_of_Trust.json,joyful,joyful,120.0,major,D,4.685,fast,high,heuristic,,,
output_basslines/Billy_Joel/Allentown.json,joyful,joyful,127.0,major,G,2.868,fast,med,pred@≥0.68,joyful,0.725433,
output_basslines/Billy_Joel/An_Innocent_Man.json,calm_easygoing,easygoing,96.0,major,C#,3.179,med,med,heuristic,,,
output_basslines/Billy_Joel/Baby_Grand.json,joyful,joyful,120.0,major,F,4.163,fast,high,heuristic,,,
output_basslines/Billy_Joel/Big_Shot.json,joyful,joyful,156.0,major,G,6.325,fast,high,heuristic,,,
output_basslines/Billy_Joel/Close_to_the_Borderline.json,joyful,joyful,180.0,major,D,2.719,fast,med,pred@≥0.68,joyful,0.732612,
output_basslines/Billy_Joel/Dont_Ask_Me_Why.json,melancholic_wistful,wistful,97.0,minor,G,8.252,med,high,heuristic,,,
output_basslines/Billy_Joel/Famous_Last_Words.json,joyful,joyful,140.0,major,E,3.157,fast,med,pred@≥0.68,joyful,0.735719,
output_basslines/Billy_Joel/Goodnight_Saigon.json,calm_easygoing,calm,68.0,major,C,1.774,slow,low,heuristic,,,
output_basslines/Billy_Joel/I_Go_to_Extremes.json,joyful,joyful,130.0,major,F,4.643,fast,high,heuristic,,,
output_basslines/Billy_Joel/Its_Still_Rock_and_Roll_to_Me.json,joyful,joyful,132.0,major,C,7.366,fast,high,heuristic,,,
output_basslines/Billy_Joel/Its_Still_Rock_n_Roll_to_Me.json,joyful,joyful,145.0,major,C#,3.685,fast,high,heuristic,,,
output_basslines/Billy_Joel/Just_the_Way_You_Are.json,joyful,joyful,135.0,major,G,3.348,fast,med,pred@≥0.68,joyful,0.725433,
output_basslines/Billy_Joel/My_Life.json,joyful,joyful,123.0,major,D,4.368,fast,high,heuristic,,,
output_basslines/Billy_Joel/New_York_State_of_Mind.json,calm_easygoing,calm,86.0,major,C,2.198,slow,low,heuristic,,,
output_basslines/Billy_Joel/Nocturne.json,joyful,joyful,126.0,major,C,3.272,fast,med,pred@≥0.68,joyful,0.730776,
output_basslines/Billy_Joel/Only_the_Good_Die_Young.json,joyful,joyful,150.0,major,C,4.708,fast,high,heuristic,,,
output_basslines/Billy_Joel/Piano_Man.json,joyful,joyful,120.0,major,C,4.814,fast,high,heuristic,,,
output_basslines/Billy_Joel/Prelude_Angry_Young_Man.json,joyful,joyful,165.0,major,C,5.648,fast,high,heuristic,,,
output_basslines/Billy_Joel/Root_Beer_Rag.json,joyful,joyful,144.0,major,F,4.064,fast,high,heuristic,,,
output_basslines/Billy_Joel/Running_on_Ice.json,joyful,joyful,160.0,major,C,3.84,fast,high,heuristic,,,
output_basslines/Billy_Joel/Scenes_From_an_Italian_Restaurant.json,calm_easygoing,easygoing,98.0,major,F,4.178,med,high,heuristic,,,
output_basslines/Billy_Joel/Shes_Always_a_Woman_to_Me.json,calm_easygoing,easygoing,100.0,major,E-,6.639,med,high,heuristic,,,
output_basslines/Billy_Joel/Stiletto.json,melancholic_wistful,wistful,99.5,minor,E,4.972,med,high,heuristic,,,
output_basslines/Billy_Joel/Tell_Her_About_It.json,joyful,joyful,181.0,major,B-,3.793,fast,high,heuristic,,,
output_basslines/Billy_Joel/Temptation.json,calm_easygoing,easygoing,100.0,major,C,2.391,med,low,heuristic,,,
output_basslines/Billy_Joel/The_Downeaster_Alexa.json,angry,angry,125.0,minor,A,3.407,fast,med,pred@≥0.68,angry,0.726855,
output_basslines/Billy_Joel/The_Entertainer.json,calm_easygoing,easygoing,104.2,major,G,7.145,med,high,heuristic,,,
output_basslines/Billy_Joel/The_Longest_Time.json,calm_easygoing,easygoing,92.0,major,E-,2.823,med,med,heuristic,,,
output_basslines/Billy_Joel/The_Mexican_Connection.json,joyful,joyful,125.0,major,D,5.14,fast,high,heuristic,,,
output_basslines/Billy_Joel/The_River_of_Dreams.json,calm_easygoing,easygoing,93.0,major,G,15.949,med,high,heuristic,,,
output_basslines/Billy_Joel/The_Stranger.json,melancholic_wistful,wistful,95.0,minor,E,6.28,med,high,heuristic,,,
output_basslines/Billy_Joel/Uptown_Girl.json,joyful,joyful,130.0,major,A,6.63,fast,high,heuristic,,,
output_basslines/Billy_Joel/We_Didnt_Start_the_Fire.json,joyful,joyful,146.0,major,G,13.115,fast,high,heuristic,,,
output_basslines/Billy_Joel/You_May_Be_Right.json,joyful,joyful,156.0,major,A,4.145,fast,high,heuristic,,,
output_basslines/Billy_Joel/Youre_Only_Human_Second_Wind_.json,joyful,joyful,130.0,major,E-,17.166,fast,high,heuristic,,,
output_basslines/Billy_Joel/Zanzibar.json,angry,angry,140.0,minor,B-,2.834,fast,med,pred@≥0.68,angry,0.70617,
output_basslines/Billy_Mayerl/All-Of-A-Twist.json,melancholic_wistful,wistful,93.75,minor,E,4.322,med,high,heuristic,,,
output_basslines/Billy_Mayerl/Eskimo_Shivers.json,calm_easygoing,easygoing,93.75,major,A-,4.316,med,high,heuristic,,,
output_basslines/Billy_Mayerl/In_My_Garden_Intro_Marigold-Honeysuckle-Hollyhock.json,calm_easygoing,easygoing,107.15,major,A-,4.115,med,high,heuristic,,,
output_basslines/Billy_Ocean/Carribean_Queen.json,angry,angry,111.0,minor,D,7.648,fast,high,heuristic,,,
output_basslines/Billy_Ocean/Loverboy.json,calm_easygoing,easygoing,108.0,major,A,5.522,med,high,heuristic,,,
output_basslines/Billy_Ocean/When_the_Going_Gets_Tough.json,joyful,joyful,126.0,major,F,5.925,fast,high,heuristic,,,
output_basslines/Billy_Preston/Nothin_From_Nothin.json,joyful,joyful,115.0,major,C,4.078,fast,high,heuristic,,,
output_basslines/Billy_Preston/You_Are_So_Beautiful.json,joyful,joyful,150.0,major,F#,10.354,fast,high,heuristic,,,
output_basslines/Bino/Mama_Leone.json,calm_easygoing,easygoing,92.0,major,G,6.247,med,high,heuristic,,,
output_basslines/Birkin/Di_doo_dah.json,melancholic_wistful,wistful,90.0,minor,C,7.916,med,high,heuristic,,,
output_basslines/Bizet_Georges/Carmen.json,angry,angry,120.0,minor,G,4.037,fast,high,heuristic,,,
output_basslines/Bizet_Georges/Carmen_Highlights-Habanera.json,joyful,joyful,132.0,major,D,3.763,fast,high,heuristic,,,
output_basslines/Bizet_Georges/Farandole_from.json,angry,angry,113.0,minor,D,14.984,fast,high,heuristic,,,
output_basslines/Bjork/Bachelorette.json,melancholic_wistful,wistful,98.0,minor,C,2.429,med,low,heuristic,,,
output_basslines/Bjork/Human_Behavior.json,calm_easygoing,easygoing,105.0,major,F,3.886,med,high,heuristic,,,
output_basslines/Bjork/Human_Behaviour.json,calm_easygoing,easygoing,105.0,major,F,3.886,med,high,heuristic,,,
output_basslines/Bjork/Hyper-Ballad.json,angry,angry,136.0,minor,C,3.679,fast,high,heuristic,,,
output_basslines/Bjork/Its_Oh_So_Quiet.json,calm_easygoing,easygoing,107.0,major,E-,7.545,med,high,heuristic,,,
output_basslines/Bjork/Joga.json,angry,angry,147.0,minor,C#,4.134,fast,high,heuristic,,,
output_basslines/Bjork/Venus_As_A_Boy.json,melancholic_wistful,wistful,109.0,minor,F,1.93,med,low,heuristic,,,
output_basslines/Black/Wonderful_Life.json,melancholic_wistful,wistful,104.0,minor,E,6.096,med,high,heuristic,,,
output_basslines/Black_Box/Everybody_Everybody.json,angry,angry,117.0,minor,F,7.569,fast,high,heuristic,,,
output_basslines/Black_Box/Ride_On_Time.json,angry,angry,120.0,minor,D,16.873,fast,high,heuristic,,,
output_basslines/Black_Fooss/Baby_I_Love_You.json,joyful,joyful,120.0,major,A,2.977,fast,med,pred@≥0.68,joyful,0.730817,
output_basslines/Black_Fooss/Bye_Bye_My_Love.json,calm_easygoing,easygoing,101.0,major,E,4.351,med,high,heuristic,,,
output_basslines/Black_Fooss/Mer_losse_dr_Dom_en_Kolle.json,joyful,joyful,125.0,major,A,3.965,fast,high,heuristic,,,
output_basslines/Black_Rob/Whoa.json,melancholic_wistful,wistful,95.7,minor,G,6.595,med,high,heuristic,,,
output_basslines/Black_Rose/Honestly_Love_You.json,joyful,joyful,120.0,major,D,3.234,fast,med,pred@≥0.68,joyful,0.735938,
output_basslines/Black_Sabbath/After_Forever.json,calm_easygoing,easygoing,95.0,major,C,9.316,med,high,heuristic,,,
output_basslines/Black_Sabbath/Children_of_the_Grave.json,joyful,joyful,135.0,major,A,3.399,fast,med,pred@≥0.68,joyful,0.733665,
output_basslines/Black_Sabbath/Heaven_and_Hell.json,melancholic_wistful,wistful,90.0,minor,A,7.414,med,high,heuristic,,,
output_basslines/Black_Sabbath/Iron_Man.json,joyful,joyful,118.0,major,A-,6.241,fast,high,heuristic,,,
output_basslines/Black_Sabbath/Laguna_Sunrise.json,melancholic_wistful,wistful,103.2,minor,D,3.898,med,high,heuristic,,,
output_basslines/Black_Sabbath/N.I.B..json,melancholic_wistful,wistful,103.0,minor,E-,8.782,med,high,heuristic,,,
output_basslines/Black_Sabbath/Neon_Knights.json,angry,angry,189.0,minor,A,6.928,fast,high,heuristic,,,
output_basslines/Black_Sabbath/Paranoid.json,angry,angry,154.0,minor,A,14.336,fast,high,heuristic,,,
output_basslines/Black_Sabbath/Sabbath_Bloody_Sabbath.json,angry,angry,148.0,minor,E-,6.059,fast,high,heuristic,,,
output_basslines/Black_Sabbath/Supernaut.json,angry,angry,120.0,minor,G,6.3,fast,high,heuristic,,,
output_basslines/Black_Sabbath/Tomorrows_Dream.json,joyful,joyful,120.0,major,D,4.226,fast,high,heuristic,,,
output_basslines/Black_Sabbath/War_Pigs.json,angry,angry,205.0,minor,A,2.723,fast,med,pred@≥0.68,angry,0.726855,
output_basslines/Blackstreet/Dont_Leave_Me.json,melancholic_wistful,melancholic,84.0,minor,D,2.252,slow,low,heuristic,,,
"output_basslines/Blackstreet/Take_Me_There_feat._Mya,_Ma_e_Blinky_Blink_.json",melancholic_wistful,wistful,100.0,minor,A,3.106,med,med,heuristic,,,
output_basslines/Blattschuss/Kreuzberger_Nachte.json,joyful,joyful,115.0,major,G,5.976,fast,high,heuristic,,,
output_basslines/Blind_Guardian/Time_What_Is_Time.json,angry,angry,182.0,minor,G#,6.766,fast,high,heuristic,,,
output_basslines/Blind_Melon/No_Rain.json,joyful,joyful,149.0,major,A,3.455,fast,med,pred@≥0.68,joyful,0.733665,
output_basslines/Blondie/Atomic.json,angry,angry,129.03,minor,D,20.978,fast,high,heuristic,,,
output_basslines/Blondie/Call_Me.json,angry,angry,144.0,minor,D,3.989,fast,high,heuristic,,,
output_basslines/Blondie/Heart_of_Glass.json,joyful,joyful,115.0,major,A,5.32,fast,high,heuristic,,,
output_basslines/Blondie/Maria.json,joyful,joyful,160.0,major,A,6.079,fast,high,heuristic,,,
output_basslines/Blondie/Picture_This.json,joyful,joyful,128.0,major,F,4.855,fast,high,heuristic,,,
output_basslines/Blondie/Rapture.json,melancholic_wistful,wistful,108.0,minor,E,8.649,med,high,heuristic,,,
output_basslines/Blondie/Sunday_Girl.json,joyful,joyful,147.96,major,A,5.86,fast,high,heuristic,,,
output_basslines/Blondie/The_Tide_Is_High.json,joyful,joyful,110.0,major,B,9.914,fast,high,heuristic,,,
"output_basslines/Blood,_Sweat_and_Tears/And_When_I_Die.json",joyful,joyful,126.0,major,D,3.549,fast,high,heuristic,,,
"output_basslines/Blood,_Sweat_and_Tears/Go_Down_Gamblin.json",calm_easygoing,easygoing,104.0,major,C,7.236,med,high,heuristic,,,
"output_basslines/Blood,_Sweat_and_Tears/I_Cant_Quit_Her.json",melancholic_wistful,wistful,90.0,minor,A,8.406,med,high,heuristic,,,
"output_basslines/Blood,_Sweat_and_Tears/Sometimes_in_Winter.json",angry,angry,120.0,minor,E,3.27,fast,med,pred@≥0.68,angry,0.695211,
"output_basslines/Blood,_Sweat_and_Tears/Spinning_Wheel.json",calm_easygoing,easygoing,96.0,major,G,5.249,med,high,heuristic,,,
"output_basslines/Blood,_Sweat_and_Tears/Youve_Made_Me_So_Very_Happy.json",melancholic_wistful,wistful,90.0,minor,G,5.568,med,high,heuristic,,,
output_basslines/Bloodhound_Gang/Fire_Water_Burn.json,melancholic_wistful,wistful,98.0,minor,E,7.299,med,high,heuristic,,,
output_basslines/Bloodhound_Gang/The_Bad_Touch.json,joyful,joyful,122.88,major,A-,19.286,fast,high,heuristic,,,
output_basslines/Bloodhound_Gang/The_Bad_Touch_Eiffel_65_extended_mix_.json,joyful,joyful,130.0,major,A-,3.718,fast,high,heuristic,,,
output_basslines/Blue_Oyster_Cult/Dont_Fear_The_Reaper.json,joyful,joyful,142.0,major,C,5.011,fast,high,heuristic,,,
output_basslines/Blue_Oyster_Cult/Godzilla.json,melancholic_wistful,wistful,96.0,minor,C#,4.157,med,high,heuristic,,,
output_basslines/Blue_System/Deja_Vu.json,joyful,joyful,120.0,major,E-,8.02,fast,high,heuristic,,,
output_basslines/Blue_System/Magic_Symphony.json,angry,angry,116.0,minor,D,30.943,fast,high,heuristic,,,
output_basslines/Blues_Image/Ride_Captain_Ride.json,joyful,joyful,124.0,major,D,4.75,fast,high,heuristic,,,
output_basslines/Blues_Traveler/Crash_Burn.json,angry,angry,156.0,minor,A,6.143,fast,high,heuristic,,,
output_basslines/Blues_Traveler/Run-Around.json,joyful,joyful,150.0,major,G,4.001,fast,high,heuristic,,,
output_basslines/Blumchen/Herz_an_Herz.json,joyful,joyful,173.0,major,F,11.113,fast,high,heuristic,,,
output_basslines/Blumchen/Kleiner_Satellit_Piep_Piep_.json,joyful,joyful,180.0,major,G,4.881,fast,high,heuristic,,,
output_basslines/Blur/Charmless_Man.json,angry,angry,118.0,minor,F#,5.794,fast,high,heuristic,,,
output_basslines/Blur/Girls_Boys.json,angry,angry,120.0,minor,C,6.022,fast,high,heuristic,,,
output_basslines/Blur/Song_2.json,joyful,joyful,132.0,major,F,5.345,fast,high,heuristic,,,
output_basslines/Blur/Stereotypes.json,angry,angry,110.0,minor,B,7.561,fast,high,heuristic,,,
output_basslines/Bob_Carlisle/Butterfly_Kisses.json,calm_easygoing,calm,82.0,major,C,1.593,slow,low,heuristic,,,
output_basslines/Bob_Dylan/All_Along_the_Watchtower.json,angry,angry,115.0,minor,F#,6.053,fast,high,heuristic,,,
output_basslines/Bob_Dylan/Blowin_in_the_Wind.json,joyful,joyful,154.0,major,D,3.945,fast,high,heuristic,,,
output_basslines/Bob_Dylan/Blowing_in_the_Wind.json,joyful,joyful,154.0,major,D,3.945,fast,high,heuristic,,,
output_basslines/Bob_Dylan/Hurricane.json,calm_easygoing,easygoing,100.0,major,F,3.754,med,high,heuristic,,,
output_basslines/Bob_Dylan/Like_A_Rolling_Stone.json,joyful,joyful,111.74,major,C,6.801,fast,high,heuristic,,,
output_basslines/Bob_Dylan/Mississippi_version_3_.json,calm_easygoing,easygoing,100.0,major,F,3.134,med,med,heuristic,,,
output_basslines/Bob_Dylan/Positively_4th_Street.json,calm_easygoing,easygoing,102.0,major,C,4.163,med,high,heuristic,,,
output_basslines/Bob_Dylan/Rainy_Day_Women_12_35.json,joyful,joyful,118.0,major,F,5.488,fast,high,heuristic,,,
output_basslines/Bob_Dylan/Subterranean_Homesick_Blues.json,joyful,joyful,170.0,major,A,2.832,fast,med,pred@≥0.68,joyful,0.730817,
output_basslines/Bob_James/Orpheus.json,joyful,joyful,114.0,major,C,5.552,fast,high,heuristic,,,
output_basslines/Bob_Marley/Could_You_Be_Loved.json,melancholic_wistful,wistful,104.0,minor,C,12.98,med,high,heuristic,,,
output_basslines/Bob_Marley/Exodus.json,angry,angry,132.0,minor,A,5.174,fast,high,heuristic,,,
output_basslines/Bob_Marley/I_shot_the_Sheriff.json,melancholic_wistful,wistful,98.0,minor,G,5.881,med,high,heuristic,,,
output_basslines/Bob_Marley/Jammin.json,angry,angry,122.0,minor,B,5.33,fast,high,heuristic,,,
output_basslines/Bob_Marley/Redemption_Song.json,calm_easygoing,easygoing,108.0,major,G,5.459,med,high,heuristic,,,
output_basslines/Bob_Marley/Three_Little_Birds.json,joyful,joyful,146.0,major,A,3.607,fast,high,heuristic,,,
output_basslines/Bob_Seger/Against_the_Wind.json,joyful,joyful,110.0,major,G,8.636,fast,high,heuristic,,,
output_basslines/Bob_Seger/Blind_Love.json,calm_easygoing,easygoing,102.0,major,B-,3.918,med,high,heuristic,,,
output_basslines/Bob_Seger/Fire_Lake.json,joyful,joyful,123.04,major,G,3.137,fast,med,pred@≥0.68,joyful,0.725433,
output_basslines/Bob_Seger/Hollywood_Nights.json,joyful,joyful,150.0,major,A,5.578,fast,high,heuristic,,,
output_basslines/Bob_Seger/Night_Moves.json,joyful,joyful,115.0,major,C#,4.293,fast,high,heuristic,,,
output_basslines/Bob_Seger/Old_Time_Rock_Roll.json,joyful,joyful,140.0,major,G,7.992,fast,high,heuristic,,,
output_basslines/Bob_Seger/Still_The_Same.json,joyful,joyful,115.7,major,C,4.872,fast,high,heuristic,,,
output_basslines/Bob_Seger/Till_It_Shines.json,joyful,joyful,116.0,major,C,4.598,fast,high,heuristic,,,
output_basslines/Bob_Seger/Weve_Got_Tonight.json,joyful,joyful,120.0,major,B,3.696,fast,high,heuristic,,,
output_basslines/Bob_Welch/Precious_Love.json,joyful,joyful,127.0,major,E,7.125,fast,high,heuristic,,,
output_basslines/Bobby_Bare/Green_Green_Grass_of_Home.json,calm_easygoing,easygoing,95.0,major,G,2.271,med,low,heuristic,,,
output_basslines/Bobby_Bloom/Montego_Bay.json,calm_easygoing,easygoing,106.0,major,G,2.012,med,low,heuristic,,,
output_basslines/Bobby_Brown/Every_Little_Step.json,calm_easygoing,easygoing,99.0,major,B,5.961,med,high,heuristic,,,
output_basslines/Bobby_Brown/My_Prerogative.json,angry,angry,114.0,minor,A,7.604,fast,high,heuristic,,,
output_basslines/Bobby_Brown/Two_Can_Play_That_Game.json,joyful,joyful,122.0,major,E-,8.798,fast,high,heuristic,,,
output_basslines/Bobby_Darin/Dream_Lover.json,joyful,joyful,132.0,major,F,3.237,fast,med,pred@≥0.68,joyful,0.729187,
output_basslines/Bobby_Darin/Mack_the_Knife.json,angry,angry,130.0,minor,D,4.337,fast,high,heuristic,,,
output_basslines/Bobby_McFerrin/Dont_Worry_Be_Happy.json,joyful,joyful,134.0,major,B,4.805,fast,high,heuristic,,,
output_basslines/Bobby_Vinton/Mr._Lonely.json,neutral,neutral,56.0,minor,A,2.507,slow,med,neutral,melancholic,0.615024,
output_basslines/Bolero/Bolero_Mix_7.json,calm_easygoing,easygoing,94.0,major,A,4.064,med,high,heuristic,,,
output_basslines/Bombalurina/Itsy_Bits_V_Teeny_Weeny_Yellow_Polka_Dot_Bikini.json,joyful,joyful,126.0,major,D,19.409,fast,high,heuristic,,,
output_basslines/Bomfunk_MC_s/Freestyler.json,angry,angry,173.0,minor,A,2.688,fast,med,pred@≥0.68,angry,0.726855,
output_basslines/Bommbastic/Major_Tom_94.json,angry,angry,164.0,minor,E,4.807,fast,high,heuristic,,,
output_basslines/Bon_Jovi/Always.json,calm_easygoing,calm,80.0,major,E,2.233,slow,low,heuristic,,,
output_basslines/Bon_Jovi/Bad_Medicine.json,angry,angry,116.0,minor,E,4.25,fast,high,heuristic,,,
output_basslines/Bon_Jovi/Id_Die_for_You.json,joyful,joyful,135.0,major,C,5.692,fast,high,heuristic,,,
output_basslines/Bon_Jovi/In_These_Arms.json,joyful,joyful,123.0,major,E,7.674,fast,high,heuristic,,,
output_basslines/Bon_Jovi/Its_My_Life.json,angry,angry,119.98,minor,C,6.36,fast,high,heuristic,,,
output_basslines/Bon_Jovi/Keep_the_Faith.json,angry,angry,117.0,minor,G,4.434,fast,high,heuristic,,,
output_basslines/Bon_Jovi/Livin_On_A_Prayer.json,angry,angry,120.0,minor,E,6.814,fast,high,heuristic,,,
output_basslines/Bon_Jovi/Living_on_a_Prayer.json,joyful,joyful,123.0,major,C,14.474,fast,high,heuristic,,,
output_basslines/Bon_Jovi/One_Wild_Night_2001_version_.json,angry,angry,145.0,minor,C,4.539,fast,high,heuristic,,,
output_basslines/Bon_Jovi/Someday_Ill_Be_Saturday_Night.json,joyful,joyful,126.0,major,E,3.285,fast,med,pred@≥0.68,joyful,0.738219,
output_basslines/Bon_Jovi/Something_for_the_Pain.json,calm_easygoing,easygoing,99.0,major,E,3.804,med,high,heuristic,,,
