artist_folder,midi_file,tonic,mode
The_Beatles,Ask_Me_Why.mid,E,major
The_Beatles,Girl.mid,C,minor
The_Beatles,Please_Mister_Postman.mid,A,major
The_Beatles,Penny_Lane.mid,B,minor
The_Beatles,Lucy_in_the_Sky_With_Diamonds.mid,D,minor
The_Beatles,Back_In_the_U.S.S.R..mid,A,minor
The_Beatles,Love_Me_Do.mid,C,major
The_Beatles,Twist_And_Shout.mid,D,major
The_Beatles,Help.mid,C,major
The_Beatles,Dont_Let_Me_Down.mid,E,major
The_Beatles,Ill_Follow_The_Sun.mid,C,major
The_Beatles,Why_Dont_We_Do_It_in_the_Road.mid,G,major
The_Beatles,Catswalk.mid,D,minor
The_Beatles,Let_It_Be.mid,C,major
The_Beatles,Like_Dreamers_Do.mid,C,major
The_Beatles,Step_Inside_Love_Los_Paranoias.mid,A,minor
The_Beatles,Cayenne.mid,C,minor
The_Beatles,Devil_in_Her_Heart.mid,G,major
The_Beatles,Michelle.mid,D,minor
The_Beatles,When_I_Get_Home.mid,D,minor
The_Beatles,Whole_Lotta_Shakin_Goin_On.mid,C,major
The_Beatles,Within_You_Without_You.mid,F,major
The_Beatles,Come_Together.mid,D,minor
The_Beatles,Some_Other_Guy.mid,C,minor
The_Beatles,Mother_Natures_Son.mid,D,major
The_Beatles,Ive_Just_Seen_a_Face.mid,A,major
The_Beatles,Taxman.mid,G,major
The_Beatles,She_Came_In_Through_the_Bathroom_Window.mid,A,major
The_Beatles,We_Can_Work_It_Out.mid,D,major
The_Beatles,Another_Girl.mid,A,minor
The_Beatles,A_Taste_Of_Honey.mid,F#,minor
The_Beatles,"Ob-La-Di,_Ob-La-Da.mid",B-,major
The_Beatles,Shes_a_Woman.mid,D,major
The_Beatles,Birthday.mid,B-,major
The_Beatles,For_You_Blue.mid,C,major
The_Beatles,Got_To_Get_You_Into_My_Life.mid,C,major
The_Beatles,Im_So_Tired.mid,A,major
The_Beatles,She_Loves_You.mid,G,major
The_Beatles,Honey_Dont.mid,E,major
The_Beatles,Chains.mid,B-,major
The_Beatles,Love_of_the_Loved.mid,C,major
The_Beatles,When_Im_64.mid,C,major
The_Beatles,Ill_Be_on_My_Way.mid,C,major
The_Beatles,I_Forgot_to_Remember_to_Forget.mid,C,major
The_Beatles,No_Reply.mid,G,major
The_Beatles,"Crying,_Waiting,_Hoping.mid",C,major
The_Beatles,Shes_Leaving_Home.mid,E,major
The_Beatles,Flying.mid,C,major
The_Beatles,Tell_Me_What_You_See.mid,G,major
The_Beatles,Sgt._Peppers_Lonely_Hearts_Club_Band_reprise_.mid,C,major
The_Beatles,I_Call_Your_Name.mid,A,major
The_Beatles,"Memphis,_Tennessee.mid",C,major
The_Beatles,The_Inner_Light.mid,E-,major
The_Beatles,Everybodys_Trying_To_Be_My_Baby.mid,C,major
The_Beatles,Hey_Jude.mid,B-,major
The_Beatles,And_I_Love_Her.mid,C#,major
The_Beatles,Do_You_Want_to_Know_a_Secret.mid,F#,minor
The_Beatles,You_Are_My_Sunshine.mid,C,major
The_Beatles,Polythene_Pam.mid,A,major
The_Beatles,Lend_Me_Your_Comb.mid,C,major
The_Beatles,Yellow_Submarine.mid,F#,major
The_Beatles,Her_Majesty.mid,D,major
The_Beatles,The_Saints.mid,F,major
The_Beatles,Liverpool_and_All_the_World.mid,D,minor
The_Beatles,And_Your_Bird_Can_Sing.mid,E,major
The_Beatles,Come_and_Get_It.mid,C,major
The_Beatles,Its_Only_Love.mid,C,major
The_Beatles,I_Got_a_Woman.mid,F,major
The_Beatles,This_Boy.mid,D,major
The_Beatles,Hallelujah_I_Love_Her_So.mid,C,major
The_Beatles,Ballad_of_John_and_Yoko.mid,E,major
The_Beatles,Youngblood.mid,F,major
The_Beatles,Whats_the_New_Mary_Jane.mid,D,minor
The_Beatles,Sweet_Little_Sixteen.mid,C,major
The_Beatles,You_Wont_See_Me.mid,A,major
The_Beatles,Revolution.mid,B-,major
The_Beatles,Cry_Baby_Cry.mid,C,major
The_Beatles,Old_Brown_Shoe.mid,F,major
The_Beatles,Money.mid,F,major
The_Beatles,Til_There_Was_You.mid,F,major
The_Beatles,That_Means_a_Lot.mid,C,major
The_Beatles,I_Want_to_Hold_Your_Hand.mid,G,major
The_Beatles,Magical_Mystery_Tour.mid,E,minor
The_Beatles,I_Saw_Her_Standing_There.mid,A,major
The_Beatles,Slow_Down.mid,F,major
The_Beatles,Glass_Onion.mid,F,major
The_Beatles,Dont_Ever_Change.mid,F,major
The_Beatles,Teddy_Boy.mid,E-,major
The_Beatles,Bad_Boy.mid,F,major
The_Beatles,Across_the_Universe.mid,D,major
The_Beatles,Im_Happy_Just_To_Dance_With_You.mid,E-,major
The_Beatles,Tell_Me_Why.mid,D,major
The_Beatles,Sexy_Sadie.mid,G,major
The_Beatles,"Mailman,_Bring_Me_No_More_Blues.mid",C,major
The_Beatles,Things_We_Said_Today.mid,A,minor
The_Beatles,Aint_She_Sweet.mid,C,major
The_Beatles,Nowhere_Man.mid,E,major
The_Beatles,Searchin.mid,C,major
The_Beatles,If_I_Fell.mid,B-,major
The_Beatles,You_Never_Give_Me_Your_Money.mid,F,major
The_Beatles,Kansas_City_Lieber-Stoller_.mid,C,major
The_Beatles,Baby_Its_You.mid,E,minor
The_Beatles,Dear_Santa_Oh_Darlin_.mid,A,major
The_Beatles,Youve_Got_to_Hide_Your_Love_Away.mid,E-,major
The_Beatles,What_Goes_On.mid,E,major
The_Beatles,Honey_Pie.mid,G,major
The_Beatles,All_You_Need_Is_Love.mid,G,major
The_Beatles,Thank_You_Girl.mid,D,major
The_Beatles,The_Sheik_of_Araby.mid,G,major
The_Beatles,Everybodys_Got_Something_to_Hide_Except_Me_and_My_Monkey.mid,A,major
The_Beatles,Day_Tripper.mid,D,major
The_Beatles,Moonlight_Bay.mid,C,major
The_Beatles,Matchbox.mid,A,major
The_Beatles,All_Together_Now.mid,G,major
The_Beatles,The_Long_and_Winding_Road.mid,A-,major
The_Beatles,P._S._I_Love_You.mid,D,major
The_Beatles,What_Youre_Doing.mid,B-,major
The_Beatles,Elenor_Rigby.mid,E,minor
The_Beatles,Rocky_Raccoon.mid,C,major
The_Beatles,Im_Down.mid,C,major
The_Beatles,Get_Back.mid,D,major
The_Beatles,Early_in_the_Morning_Hi_Ho_Silver.mid,F,major
The_Beatles,You_Like_Me_Too_Much.mid,G,major
The_Beatles,Carry_That_Weight.mid,C,major
The_Beatles,Happiness_Is_a_Warm_Gun.mid,C,major
The_Beatles,Words_Of_Love.mid,A,major
The_Beatles,Theres_a_Place.mid,C,major
The_Beatles,Rain.mid,G,major
The_Beatles,Being_For_The_Benefit_Of_Mr._Kite.mid,D,minor
The_Beatles,How_Do_You_Do_It.mid,F,major
The_Beatles,A_Day_in_the_Life.mid,E,minor
The_Beatles,Dizzy_Miss_Lizzy.mid,A,major
The_Beatles,Good_Day_Sunshine.mid,B,minor
The_Beatles,Something.mid,C,major
The_Beatles,Norwegian_Wood.mid,G,major
The_Beatles,Clarabella.mid,F,major
The_Beatles,Strawberry_Fields_Forever.mid,B-,major
The_Beatles,Ticket_to_Ride.mid,D,major
The_Beatles,Mr._Moonlight.mid,B,major
The_Beatles,Wait.mid,F#,minor
The_Beatles,I_Am_the_Walrus.mid,A,minor
The_Beatles,Lady_Madonna.mid,A,minor
The_Beatles,Dig_a_Pony.mid,D,major
The_Beatles,Your_Mother_Should_Know.mid,C,major
The_Beatles,Eleanor_Rigby.mid,E,minor
The_Beatles,I_Wanna_Be_Your_Man.mid,B,minor
The_Beatles,While_My_Guitar_Gently_Weeps.mid,A,minor
The_Beatles,I_Need_You.mid,G,major
The_Beatles,Reminiscing.mid,F,major
The_Beatles,All_My_Loving.mid,E,major
The_Beatles,Three_Cool_Cats.mid,C,major
The_Beatles,Hello_Little_Girl.mid,C,major
The_Beatles,Sheila.mid,C,major
The_Beatles,You_Cant_Do_That.mid,C,major
The_Beatles,Yes_It_Is.mid,A,major
The_Beatles,Fixing_a_Hole.mid,F,minor
The_Beatles,Golden_Slumbers.mid,C,major
The_Beatles,Good_Night.mid,G,major
The_Beatles,Bad_to_Me_demo_.mid,E-,major
The_Beatles,Julia.mid,C,major
Scritti_Politti,Perfect_Way.mid,E,major
Gino_Vannelli,I_Just_Wanna_Stop.mid,E-,major
K2,Die_Nachtigall_Singt.mid,F,minor
K2,Der_Berg_Ruft.mid,A-,major
Fluitsma,15_Miljoen_Mensen.mid,F,major
Hollenboer,Het_busje_komt_zo.mid,F,major
Glenn_Frey,You_Belong_To_The_City.mid,C,major
Glenn_Frey,The_One_You_Love.mid,G,major
Glenn_Frey,This_Way_to_Happiness.mid,A,major
Glenn_Frey,The_Heat_Is_On.mid,D,major
Helen_Reddy,Delta_Dawn.mid,F,major
Helen_Reddy,Aint_No_Way_to_Treat_a_Lady.mid,C,major
Helen_Reddy,I_Am_Woman.mid,D,minor
Tom_Jones,Help_Yourself.mid,G,minor
Tom_Jones,Love_Me_Tonight.mid,G,minor
Tom_Jones,Delilah.mid,B-,major
Tom_Jones,Ill_Never_Fall_in_Love_Again.mid,E,major
Tom_Jones,Memphis.mid,C,major
Tom_Jones,Shes_a_Lady.mid,G,major
Tom_Jones,Its_Not_Unusual.mid,C,major
Tom_Jones,Kiss.mid,F,major
Tom_Jones,Whats_New_Pussycat.mid,A,major
Tom_Jones,If_I_Only_Knew.mid,E-,major
Tom_Jones,Ill_Never_Love_This_Way_Again.mid,E,major
Tom_Jones,I_Who_Have_Nothing.mid,E,minor
The_Rascals,Lonely_Too_Long.mid,F,major
The_Rascals,A_Beautiful_Morning.mid,E-,major
The_Rascals,How_Can_I_Be_Sure.mid,D,minor
Michael_Walthius,Dreaming_in_Stereo.mid,A,minor
Michael_Walthius,Song_for_My_Children.mid,F,major
Michael_Walthius,Magic_Travels.mid,G,minor
Michael_Walthius,Memories_of_Arden_Road.mid,C,major
Big_Bad_Voodoo_Daddy,Mambo_Swing.mid,A,minor
Harvey_Danger,Problems_and_Bigger_Ones.mid,G,major
Harvey_Danger,Flagpole_Sitta.mid,A,minor
James_Taylor,How_Sweet_It_Is_To_Be_Loved_By_You_.mid,C,major
James_Taylor,Handy_Man.mid,D,major
James_Taylor,Carolina_in_My_Mind.mid,E,major
James_Taylor,Fire_Rain.mid,F,major
Ugly_Kid_Joe,Neighbor.mid,F#,minor
Ugly_Kid_Joe,Cats_in_the_Cradle.mid,E,minor
Ugly_Kid_Joe,Everything_About_You.mid,C#,major
Johnny_Kemp,Just_Got_Paid.mid,B,minor
KC_and_The_Sunshine_Band,Give_It_Up.mid,A-,major
KC_and_The_Sunshine_Band,Im_Your_Boogie_Man.mid,G,minor
KC_and_The_Sunshine_Band,Keep_It_Comin_Love.mid,E-,major
KC_and_The_Sunshine_Band,"Shake,_Shake,_Shake_Shake_Your_Booty.mid",C,minor
KC_and_The_Sunshine_Band,Get_Down_Tonight.mid,B-,major
KC_and_The_Sunshine_Band,Thats_the_Way_I_Like_It.mid,F,minor
Blind_Guardian,Time_What_Is_Time.mid,G#,minor
Patsy_Cline,True_Love.mid,E,major
Patsy_Cline,Walkin_After_Midnight.mid,C,major
Patsy_Cline,Crazy.mid,B-,major
Patsy_Cline,Sweet_Dreams.mid,A-,major
Patsy_Cline,I_Fall_to_Pieces.mid,C,major
Patsy_Cline,Just_a_Closer_Walk_With_Thee.mid,C,major
Patsy_Cline,Shes_Got_You.mid,B-,major
Patsy_Cline,Just_Out_Of_Reach_Of_My_Two_Open_Arms_.mid,B-,major
Sandy_Denny,The_Lady.mid,A,minor
David_Bowie,This_Is_Not_America.mid,F,minor
David_Bowie,Diamond_Dogs.mid,A,major
David_Bowie,Life_On_Mars.mid,B-,major
Bumble_B,Nut_Rocker.mid,E,minor
Mel_Carter,Band_of_Gold.mid,F,major
De_Havenzangers,s_Nachts_na_tweeen.mid,C,major
De_Havenzangers,Op_Wembley_gaan_we_scoren_Holland_goes_tsjakkaa_.mid,F,major
De_Havenzangers,Ik_zag_het_licht.mid,G,major
Judas_Priest,Breaking_the_Law.mid,G,minor
Bombalurina,Itsy_Bits_V_Teeny_Weeny_Yellow_Polka_Dot_Bikini.mid,D,major
The_Bangles,Hazy_Shade_of_Winter.mid,D,minor
The_Bangles,Eternal_Flame.mid,G,major
The_Bangles,Manic_Monday.mid,D,major
The_Bangles,Walk_Like_an_Egyptian.mid,D,minor
Lena_Horne,Watch_What_Happens.mid,C,minor
Bonnie_Raitt,Something_to_Talk_About.mid,G#,minor
Rick,Fim_de_Semana.mid,C,major
Rick,E_Dez_E_Cem_E_Mil.mid,G,major
Morandi,Canzone_libera.mid,E-,major
Morandi,Fatti_mandare_dalla_mamma.mid,D,major
Morandi,Innamorato.mid,C,major
Morandi,Banane_e_lampone.mid,D,minor
Morandi,Andavo_a_cento_allora.mid,C,minor
Morandi,In_ginocchio_da_te.mid,F,minor
Morandi,Forse_non_ci_lasceremo_mai.mid,E-,major
Morandi,Se_perdo_anche_te_Solitary_Man_.mid,F,minor
Morandi,Banane_e_lamponi.mid,D,minor
Morandi,Fino_alla_fine_del_mondo.mid,B-,major
Morandi,Dove_va_a_finire_il_mio_affetto.mid,F#,minor
Morandi,Canzoni_stonate.mid,F#,minor
Morandi,Come_fa_bene_lamore_radio_edit_.mid,A,minor
Morandi,Giovane_amante_mia.mid,C,major
Morandi,Occhi_di_ragazza.mid,E-,major
Morandi,Se_non_avessi_piu_te.mid,D,major
Morandi,Bella_signora.mid,E,minor
Morandi,Cera_un_ragazzo.mid,F,major
Morandi,In_amore.mid,D,major
Morandi,Lasciarsi_per_amore.mid,D,major
Morandi,Un_mondo_damore.mid,G,minor
Morandi,Cera_un_ragazzo_che_come_me_amava_i_Beatles_e_i_Rolling_Stones.mid,F,major
Heart,Alone.mid,F#,major
Heart,Magic_Man.mid,C,major
Heart,Dog_Butterfly.mid,A,major
Heart,All_I_Wanna_Do_Is_Make_Love_to_You.mid,G,major
Heart,What_About_Love.mid,F,major
Heart,Straight_On.mid,B,minor
Heart,Who_Will_You_Run_To.mid,D,major
Heart,These_Dreams.mid,B,major
Heart,If_Looks_Could_Kill.mid,C,minor
Heart,Barracuda.mid,C,major
Heart,Crazy_On_You.mid,D,minor
Heart,All_Eyes.mid,C#,major
Wonder_Stevie,Signed_Sealed_Delivered_Im_Yours.mid,B-,major
Wonder_Stevie,Sir_Duke.mid,B,major
Wonder_Stevie,Uptight_Everythings_Alright_.mid,C#,major
Wonder_Stevie,Superstition.mid,E-,minor
Wonder_Stevie,Do_I_Do.mid,F#,major
Wonder_Stevie,Isnt_She_Lovely.mid,E,major
Wonder_Stevie,I_Just_Called_to_Say_I_Love_You.mid,C#,major
Wonder_Stevie,My_Cherie_Amour.mid,G,major
Wonder_Stevie,I_Wish.mid,A-,major
Wonder_Stevie,Uptight.mid,C#,major
Wonder_Stevie,Happy_Birthday.mid,F,minor
Wonder_Stevie,Master_Blaster.mid,C,minor
Wonder_Stevie,Dont_You_Worry_bout_a_Thing.mid,E-,minor
Wonder_Stevie,Golden_Lady.mid,G,minor
Wonder_Stevie,Part-Time_Lover.mid,B-,minor
Wonder_Stevie,Ebony_Ivory.mid,E,major
Wonder_Stevie,Boogie_on_Reggae_Woman.mid,C#,major
Wonder_Stevie,Send_One_Your_Love.mid,A,major
Wonder_Stevie,For_Once_in_My_Life.mid,E-,minor
Wonder_Stevie,Heaven_Help_Us_All.mid,E,major
Wonder_Stevie,Ribbon_in_the_Sky.mid,A-,major
Wonder_Stevie,Overjoyed.mid,B-,major
Wonder_Stevie,You_Are_the_Sunshine_of_My_Life.mid,B,major
Wonder_Stevie,Thats_What_Friends_Are_For.mid,E-,major
Wonder_Stevie,A_Place_in_the_Sun.mid,B-,major
Urban_Cookie_Collective,"The_Key,_the_Secret.mid",B-,major
William_Orbit,Water_From_a_Vine_Leaf.mid,F#,minor
William_Orbit,Barbers_Adagio_for_Strings.mid,B-,minor
Smash_Mouth,Cant_Get_Enough_of_You_Baby.mid,B,major
Smash_Mouth,Im_a_Believer.mid,C,major
Smash_Mouth,Walkin_on_the_Sun.mid,C#,major
Smash_Mouth,The_Fonz.mid,C#,major
Smash_Mouth,Then_the_Morning_Comes.mid,C,minor
Smash_Mouth,All_Star.mid,B,major
Pantera,Cemetary_Gates.mid,A,major
Pantera,Cowboys_From_Hell.mid,C,major
Pantera,Planet_Caravan.mid,E-,minor
Pantera,Im_Broken.mid,E,minor
Pantera,Walk.mid,B-,major
Pantera,Becoming.mid,G,minor
Pantera,"Suicide_Note,_Part_2.mid",D,minor
Pantera,Hollow.mid,A,minor
Pantera,Mouth_for_War.mid,E,major
Londonbeat,Ive_Been_Thinking_About_You.mid,E-,major
Londonbeat,Build_It_With_Love.mid,A,minor
Londonbeat,A_Better_Love.mid,A,major
Alexia,Happy.mid,B,major
Alexia,Uh_lalala.mid,F,major
Falla,La_Vida_Breve_excerpt_.mid,A,minor
Falla,Pantomime.mid,C,major
Falla,"El_amor_brujo_Love,_the_Magician_IV._El_aparecido_The_Apparition_.mid",B,minor
Bobby_Brown,Every_Little_Step.mid,B,major
Bobby_Brown,Two_Can_Play_That_Game.mid,E-,major
Bobby_Brown,My_Prerogative.mid,A,minor
Bobby_Brown,Rock_Witcha.mid,D,major
Gounod_Charles,Ave_Maria.mid,B-,major
Gounod_Charles,Marche_funebre_dune_marionnette.mid,D,major
Gounod_Charles,Waltz_from_Faust.mid,D,major
Dorsey,Autumn_in_New_York.mid,F,major
Dorsey,Im_Gettin_Sentimental_Over_You.mid,D,minor
Dorsey,Boogie_Woogie.mid,B-,major
Alabama,When_We_Make_Love.mid,G,major
Alabama,Fallin_Again.mid,C,major
Alabama,The_Closer_You_Get.mid,G,major
Alabama,Lady_Down_On_Love.mid,F,major
Alabama,Then_Again.mid,A,major
Alabama,Red_River.mid,C,major
Alabama,Angels_Among_Us.mid,A-,major
Alabama,Jukebox_in_My_Mind.mid,B-,major
Alabama,Love_In_The_First_Degree.mid,C#,major
Alabama,Im_in_a_Hurry.mid,A,major
Alabama,How_Do_You_Fall_in_Love.mid,D,major
Alabama,Roll_On_Eighteen_Wheeler_.mid,F,major
Alabama,She_and_I.mid,G,major
Alabama,Tennessee_River.mid,A,major
Alabama,High_Cotton.mid,F,major
Alabama,Jubilee.mid,C,major
Alabama,Born_Country.mid,E,major
Alabama,T.L.C._A.S.A.P..mid,F,major
Nine_Days,Absolutely_Story_of_a_Girl_.mid,G,major
Frankie_Avalon,Venus.mid,B-,major
Frankie_Avalon,"Venus_1,_1959_.mid",F,major
Foo_Fighters,Monkey_Wrench.mid,E,major
Foo_Fighters,My_Hero.mid,C#,minor
Foo_Fighters,Breakout.mid,E,minor
Foo_Fighters,Ill_Stick_Around.mid,G,minor
Foo_Fighters,Winnebago.mid,B,minor
Foo_Fighters,"Oh,_George.mid",A,minor
Foo_Fighters,Everlong.mid,G,major
Foo_Fighters,My_Poor_Brain.mid,F#,major
Foo_Fighters,Requiem.mid,D,major
Foo_Fighters,This_Is_A_Call.mid,E,minor
Foo_Fighters,Walking_After_You.mid,E,major
Foo_Fighters,Up_in_Arms.mid,F,major
Foo_Fighters,Big_Me.mid,C,major
Foo_Fighters,Learn_to_Fly.mid,E,major
Jamaaladeen_Tacuma,Jukebox.mid,G,major
Hanson,MMMbop.mid,A,major
Hanson,This_Time_Around.mid,A-,major
Hanson,Man_From_Milwaukee_Garage_mix_.mid,D,major
Hanson,I_Will_Come_to_You.mid,B-,minor
Hanson,Weird.mid,B-,major
Hanson,Thinking_of_You.mid,D,minor
Hanson,If_Only.mid,D,major
Hanson,MMM_Bop.mid,A,major
Hanson,Madeline.mid,G,major
Hanson,Wheres_the_Love.mid,D,minor
Hanson,Where_Is_Love.mid,D,minor
Mosch,Wir_sind_Kinder_von_der_Eger.mid,E-,major
Mosch,"Deine_Augen,_sie_sagen_ja_Polka_.mid",E-,major
Mosch,Rauschende_Birken.mid,E-,major
Mosch,Eine_stille_Stunde.mid,C,major
Mosch,So_ein_schoner_Tag.mid,E-,major
Mosch,Dompfaff.mid,C,major
Mosch,Bohmischer_Wind.mid,G,major
Mosch,Dort_tief_im_Bohmenwald.mid,E-,major
Mosch,Egerland_Heimatland.mid,E-,major
Mosch,Castaldo-Marsch_Marsch_.mid,E-,major
Images,Maitresse.mid,F#,major
Thelma_Houston,Dont_Leave_Me_This_Way.mid,C,minor
Sly,Family_Affair.mid,G,minor
Sly,Dance_to_the_Music.mid,C,major
Sly,Everyday_People.mid,G,major
Die_Fantastischen_Vier,Sie_Ist_Weg.mid,C#,minor
Tori_Amos,Flying_Dutchman.mid,F,major
Tori_Amos,Winter.mid,E-,minor
Tori_Amos,Cornflake_Girl.mid,D,minor
Tori_Amos,Silent_All_These_Years.mid,E,major
Cash_Johnny,A_Boy_Named_Sue.mid,B-,major
Cash_Johnny,I_Walk_The_Line.mid,A-,major
Cash_Johnny,Sunday_Morning_Comin_Down_live_.mid,A-,major
Cash_Johnny,Guess_Things_Happen_That_Way.mid,B-,major
Cash_Johnny,Ring_Of_Fire.mid,G,major
Cash_Johnny,Folsom_Prison_Blues.mid,F#,major
Cash_Johnny,When_Youre_Twenty-One.mid,G,major
Cash_Johnny,Ballad_Of_A_Teenage_Queen.mid,B,major
Cash_Johnny,Sunday_Mornin_Comin_Down.mid,A-,major
Cash_Johnny,Silent_Night.mid,E,major
Alma_Cogan,Tennessee_Waltz.mid,C,major
Bomfunk_MC_s,Freestyler.mid,A,minor
Al_Martino,Spanish_Eyes.mid,G,major
Al_Martino,Volare.mid,A,major
Al_Martino,Blue_Spanish_Eyes.mid,B,minor
Dvorak,"Symphony_No._2_in_B_major,_Op._4_B_12_II._Poco_adagio.mid",D,major
Dvorak,Waltz_in_D_Minor_Op.54_Nr.mid,A,minor
Dvorak,"Symfonie_c._9_e_moll,_op._95_Z_Noveho_sveta_IV._Allegro_con_fuoco.mid",E,minor
Dvorak,Symphonie_nr._9_E-moll_op._95_II._Largo.mid,C#,minor
Dvorak,Waltz_in_D_Minor_Op.54_Nr.7.mid,D,minor
Dvorak,Serenade_op._22-1_Waltz.mid,C#,minor
Dvorak,"Four_Romantic_Pieces,_op._75_III._Allegro_appassionato.mid",B-,major
The_Wallflowers,6th_Avenue_Heartache.mid,F,major
The_Wallflowers,One_Headlight.mid,G,major
Uriah_Heep,Lady_in_Black.mid,A,minor
Uriah_Heep,Easy_Livin.mid,B,minor
Uriah_Heep,The_Wizard.mid,F#,major
Lee_Ritenour,Night_Rhythms.mid,E-,major
Vega,Toms_Diner_reprise_.mid,F#,minor
EXILE,Kiss_You_All_Over.mid,F,major
Percy_Grainger,Danny_Boy.mid,E-,major
Percy_Grainger,Shepherds_Hey.mid,G,major
Free,Allright_Now.mid,D,major
Rene_Carol,Rote_Rosen_rote_Lippen_roter_Wein.mid,C,major
Gabber_Piet,Hakke_zage.mid,B-,major
"Boothe,_Ken",Everything_I_Own.mid,F#,major
Charlie_Rich,She_Called_Me_Baby.mid,F,major
Charlie_Rich,The_Most_Beautiful_Girl.mid,E-,major
Charlie_Rich,Behind_Closed_Doors.mid,B-,major
Culture_Club,Karma_Chameleon.mid,B-,major
Culture_Club,Do_You_Really_Want_to_Hurt_Me.mid,G,major
Culture_Club,Church_of_the_Poison_Mind.mid,G,minor
Mark_Collie,Born_to_Love_You.mid,C,major
Shearing_George,Ellington_Medley_Cotton_Tail_I_Didnt_Know_About_You_Dont_Get_Around_Much_Anymore_Im_Beginning_to_See_the_Light.mid,G,major
Shearing_George,Someone_to_Watch_Over_Me.mid,D,major
Shearing_George,I_Cant_Get_Started.mid,C,minor
Shearing_George,Roses_of_Picardy.mid,F#,minor
Shearing_George,Ill_Remember_April.mid,G,major
Shearing_George,Happy_Days_Are_Here_Again.mid,B,major
Shearing_George,Too_Close_for_Comfort.mid,A,minor
Shearing_George,If_I_Should_Lose_You.mid,B-,major
Shearing_George,Beautiful_Love.mid,B,major
Shearing_George,The_Nearness_of_You.mid,G,major
Shearing_George,Londonderry_Air.mid,E-,major
Shearing_George,Lullaby_of_Birdland.mid,F,minor
Lucifer,Selfpity.mid,C,major
Shawn_Colvin,Sunny_Came_Home.mid,E,major
Soul_II_Soul,Keep_on_Movin.mid,G,minor
Club_Nouveau,Lean_on_Me.mid,C,major
Mamas,Monday_Monday.mid,C#,minor
Mamas,California_Dreamin.mid,D,minor
LaSalle,Dont_Mess_With_My_Toot_Toot.mid,D,major
The_J._Geils_Band,Freeze_Frame.mid,F,major
The_J._Geils_Band,Centerfold.mid,C#,major
Little_Texas,God_Bless_Texas.mid,A,major
B.B._King,To_Know_You_Is_to_Love_You.mid,D,minor
B.B._King,The_Thrill_Is_Gone.mid,B,minor
B.B._King,Into_The_Night.mid,G,minor
B.B._King,Why_I_Sing_the_Blues.mid,F,major
B.B._King,B._B._Boogie.mid,B,major
B.B._King,Sweet_Sixteen.mid,G,major
B.B._King,Dont_Answer_the_Door.mid,E-,major
Tupac,I_Aint_Mad_Atcha.mid,E-,major
Tupac,I_Aint_Mad_at_Cha.mid,E-,major
Tupac,Nothing_to_Lose.mid,G,minor
Tupac,California_Love_remix_.mid,G,minor
Billy_Joel,Only_the_Good_Die_Young.mid,C,major
Billy_Joel,Youre_Only_Human_Second_Wind_.mid,E-,major
Billy_Joel,Shes_Got_a_Way.mid,G,major
Billy_Joel,Shes_Always_a_Woman_to_Me.mid,E-,major
Billy_Joel,Honesty.mid,B-,major
Billy_Joel,The_River_of_Dreams.mid,G,major
Billy_Joel,The_Longest_Time.mid,E-,major
Billy_Joel,Uptown_Girl.mid,A,major
Billy_Joel,Stiletto.mid,E,minor
Billy_Joel,Big_Man_on_Mulberry_Street.mid,D,minor
Billy_Joel,Close_to_the_Borderline.mid,D,major
Billy_Joel,Its_Still_Rock_n_Roll_to_Me.mid,C#,major
Billy_Joel,Famous_Last_Words.mid,E,major
Billy_Joel,If_I_Only_Had_the_Words_To_Tell_You_.mid,C#,major
Billy_Joel,The_Entertainer.mid,G,major
Billy_Joel,Miami_2017_Seen_the_Lights_Go_Out_on_Broadway_.mid,D,major
Billy_Joel,Running_on_Ice.mid,C,major
Billy_Joel,Movin_Out_Anthonys_Song_.mid,D,minor
Billy_Joel,I_Go_to_Extremes.mid,F,major
Billy_Joel,Big_Shot.mid,G,major
Billy_Joel,The_Downeaster_Alexa.mid,A,minor
Billy_Joel,Piano_Man.mid,C,major
Billy_Joel,An_Innocent_Man.mid,C#,major
Billy_Joel,Blonde_Over_Blue.mid,C,minor
Billy_Joel,My_Life.mid,D,major
Billy_Joel,A_Matter_of_Trust.mid,D,major
Billy_Joel,Prelude_Angry_Young_Man.mid,C,major
Billy_Joel,Root_Beer_Rag.mid,F,major
Billy_Joel,The_Stranger.mid,E,minor
Billy_Joel,Its_Still_Rock_and_Roll_to_Me.mid,C,major
Billy_Joel,Nocturne.mid,C,major
Billy_Joel,This_Is_the_Time.mid,B-,major
Billy_Joel,Scenes_From_an_Italian_Restaurant.mid,F,major
Billy_Joel,You_May_Be_Right.mid,A,major
Billy_Joel,The_Mexican_Connection.mid,D,major
Billy_Joel,Temptation.mid,C,major
Billy_Joel,Tell_Her_About_It.mid,B-,major
Billy_Joel,Captain_Jack.mid,F,major
Billy_Joel,Zanzibar.mid,B-,minor
Billy_Joel,Leningrad.mid,D,major
Billy_Joel,52nd_Street.mid,A,minor
Billy_Joel,We_Didnt_Start_the_Fire.mid,G,major
Billy_Joel,"Lullabye_Goodnight,_My_Angel_.mid",C,major
Billy_Joel,Dont_Ask_Me_Why.mid,G,minor
Billy_Joel,New_York_State_of_Mind.mid,C,major
Billy_Joel,Just_the_Way_You_Are.mid,G,major
Billy_Joel,Goodnight_Saigon.mid,C,major
Billy_Joel,Baby_Grand.mid,F,major
